id,keyword,timestamp,pos1,pos2,neg1,neg2,new1,new2,n_queries,domain,lang,time_elapsed,acc
695,fucking,2019-05-18 06:19:13.941702,"['bad', 'worst']",['පිස්සු'],"['ass', '!', 'idiots', 'scumbags', 'shouldnt']","['මක්කටෙයි', 'නැතේ', 'උනු', 'නටන්නේ']","['bad', 'worst']",[],25,Disaster Relief,Sinhalese,57.54,61.9
695,caused,2019-05-18 06:21:17.344164,"['triggered', 'causing', 'exacerbated', 'affected']","['සිදුව', 'සිදුවී', 'සිදුවන්නට', 'ලක්වීමට']",['plagued'],['අවධානමකට'],[],[],26,Disaster Relief,Sinhalese,59.6,
695,given,2019-05-18 06:22:04.433294,"['granted', 'giving', 'offered', 'provided', 'taken']","['ලැබේවි', 'ලබාදෙන', 'ලැබෙන්නේ']",[],"['නොලැබුණ', 'සැලසෙනවා']",[],[],27,Disaster Relief,Sinhalese,60.39,
695,attacked,2019-05-18 06:25:52.559529,"['assaulted', 'harassed', 'attacking', 'strike', 'infected']",['බෝම්බයකින්'],"['killed', 'kidnapped']","['ගලවාගෙන', 'කදවුරකට', 'පළා', 'හැසිරුණු']","['strike', 'infected']",[],28,Disaster Relief,Sinhalese,64.19,
695,wide,2019-05-18 06:27:47.416515,"['range', 'broad', 'variety', 'diverse']",[],['large'],"['ලොකු', 'දෙපස', 'පිවිස', 'තවත්', 'කාර්යයේ']",[],[],29,Disaster Relief,Sinhalese,66.1,
695,blood,2019-05-18 06:28:51.805896,"['clotting', 'clot']","['විෂබීජ', 'රුධිරාණු']","['liver', 'thyroid', 'fat']","['ශරීරයට', 'සිරුරට', 'සිරුරෙන්']",[],[],30,Disaster Relief,Sinhalese,67.17,60.17
695,happen,2019-05-18 06:29:19.064869,"['happens', 'happened', 'do', 'happening', 'mean']",['වෙයිද'],[],"['බලනවා', 'බලන්නේ', 'නැත්තෙ', 'කරන්නෑ']",[],[],31,Disaster Relief,Sinhalese,67.64,
695,throat,2019-05-18 06:30:09.079076,"['nose', 'mouth']","['කැක්කුම', 'ගෙලට', 'බෙල්ල']","['stomach', 'chest', 'hips']","['ඇඟපත', 'කූර']",[],[],32,Disaster Relief,Sinhalese,68.47,
695,tube,2019-05-18 06:31:29.629578,"['beam', 'nipple', 'pump']",[],"['coils', 'fuse']","['සෝපානය', 'කූර', 'කාණු', 'ස්ලැබ්', 'ටැංකිය']",[],[],33,Disaster Relief,Sinhalese,69.8,
695,reduce,2019-05-18 06:32:37.756477,"['lessen', 'reducing', 'minimize', 'mitigate']","['අඩුකිරීමේ', 'ගෙව්වා']",['increase'],"['පාරිභෝගිකයන්ගේ', 'වැඩියි', 'තුන්ගුණයකින්']",[],[],34,Disaster Relief,Sinhalese,70.94,
695,tuberculosis,2019-05-18 06:33:38.302719,"['malaria', 'tb', 'diseases']","['රෝගය', 'මැලේරියා', 'රෝග', 'රෝගයෙන්']","['aids', 'hiv']",['වෛරස්'],[],[],35,Disaster Relief,Sinhalese,71.95,60.17
695,lives,2019-05-18 06:34:17.367986,"['life', 'living', 'livelihoods', 'families', 'children']",['මාතෘ'],[],"['සතුනුත්', 'නින්දේ', 'ඔවුන්ව', 'අහිංසක']",[],[],36,Disaster Relief,Sinhalese,72.6,
695,innocent,2019-05-18 06:36:11.041040,['helpless'],['අහිංසක'],"['heinous', 'civilians', 'imprisoning', 'killing']","['චේතනාවෙන්', 'ඔවුන්ගෙන්', 'හිතාමතා', 'පාතාලයේ']",[],[],37,Disaster Relief,Sinhalese,74.5,
695,plague,2019-05-18 06:38:08.582223,"['epidemic', 'epidemics', 'outbreak', 'ravages']",['පරිහානියට'],['typhoid'],"['තුරන්', 'යුද්ධ', 'පීඩා', 'විපත්']",[],[],38,Disaster Relief,Sinhalese,76.45,
695,both,2019-05-18 06:38:54.722348,"['equally', 'alike']","['සමීපව', 'අනිකුත්']","['various', 'all', 'respective']","['සෙසු', 'එකෙනුත්', 'කරනකොට']",[],[],39,Disaster Relief,Sinhalese,77.22,
695,came,2019-05-18 06:39:56.315493,"['went', 'broke', 'took', 'ran']","['ඇතිවූ', 'වැටුණා']",[],"['දුන්', 'ගත්තේය']",[],[],40,Disaster Relief,Sinhalese,78.25,62.24
695,typhoid,2019-05-18 06:40:51.588978,"['diarrhea', 'cholera', 'diphtheria', 'pox']","['කොලරාව', 'සීකා', 'පාචනය']",[],"['ශරීරගතවීම', 'පාචන']",[],[],41,Disaster Relief,Sinhalese,79.17,
695,clotting,2019-05-18 06:44:04.076476,['thyroid'],[],"['thyroxine', 'gland', 'hormone', 'spinal']","['විෂබීජ', 'කොලරාව', 'මදුරුවන්ට', 'ආසාදන', 'රසායනිකයක්']",[],[],42,Disaster Relief,Sinhalese,82.39,
695,taken,2019-05-18 06:44:54.034249,"['put', 'brought', 'held', 'carried', 'given']","['ලැබීමෙන්', 'සිදුකිරීමෙන්', 'ලැබූ', 'ලැබුණු', 'යවපු']",[],[],[],[],43,Disaster Relief,Sinhalese,83.22,
695,heavily,2019-05-18 06:45:50.751685,"['largely', 'mainly', 'mostly', 'predominantly', 'severely']",[],[],"['වලදී', 'මුවාවෙන්', 'ගොවීන්ගේ', 'කාලයක', 'සිටුවීමට']",[],[],44,Disaster Relief,Sinhalese,84.15,
695,worst,2019-05-18 06:46:34.397143,"['terrible', 'disastrous', 'horrible', 'devastating', 'tragic']","['දරුණුම', 'දරුණුතම', 'බරපතලම']",[],"['ආපදාවලින්', 'කවදාද']",[],[],45,Disaster Relief,Sinhalese,84.89,64.14
695,killed,2019-05-18 06:46:55.598342,"['killing', 'attacked']","['මිය', 'මියගොස්']","['wounded', 'injured', 'kidnapped']","['හුවමාරුවකින්', 'පළා', 'බෝම්බයකින්']",[],[],46,Disaster Relief,Sinhalese,85.24,
695,ebola,2019-05-18 06:48:59.048674,"['typhoid', 'virus', 'influenza', 'infection']","['සීකා', 'වෛරස්', 'වෛරසය']",['diphtheria'],"['මදුරුවන්ගෙන්', 'කොලරාව']",[],[],47,Disaster Relief,Sinhalese,87.3,
695,terrorist,2019-05-18 06:49:24.007881,"['terror', 'terrorism', 'extremist', 'jihadist']","['මිලේච්ඡ', 'කල්ලි']",['militant'],"['පැමිණවීම', 'එල්ලවන', 'පතුරවමින්']",[],[],48,Disaster Relief,Sinhalese,87.72,
695,deaths,2019-05-18 06:50:34.137230,"['fatalities', 'fatal', 'casualties']",[],"['incidents', 'illnesses']","['ආබාධවලට', 'රෝගීන්ගේ', 'කෑම්', 'රෝගීන්ගෙන්', 'වාර්තාවන']",[],[],49,Disaster Relief,Sinhalese,88.89,
695,somalia,2019-05-18 06:50:58.310313,"['mali', 'yemen', 'ethiopia']","['ඇමරිකාව', 'සෞදිය', 'යේමනය']","['mogadishu', 'amisom']","['මැදපෙරදිග', 'අන්තවාදීන්ට']",[],[],50,Disaster Relief,Sinhalese,89.29,62.07
773,disease,2019-05-19 05:55:25.604888,"['diseases', 'infection', 'cancer', 'infections', 'influenza']","['රෝගය', 'රෝග', 'වෛරසය', 'වෛරස්', 'සීකා']",[],[],[],[],1,Disaster Relief,Sinhalese,9.53,
773,ambulance,2019-05-19 05:57:30.098097,"['ambulances', 'medics', 'hospital', 'emergency']",['තුවාලකරුවන්'],['helicopter'],"['නිවන', 'රථයෙන්ම', 'පරික්ෂකවරයා', 'කඳවුරේ']",[],[],2,Disaster Relief,Sinhalese,11.61,
773,flu,2019-05-19 06:00:06.932369,"['influenza', 'virus', 'measles', 'infection']","['රෝගය', 'වෛරස්', 'වසංගතය', 'වැළඳුණු', 'එන්නත්']",['pertussis'],[],[],[],3,Disaster Relief,Sinhalese,14.21,
773,dengue,2019-05-19 06:05:15.374178,"['infections', 'infection']","['රෝගයෙන්', 'ආසාදනය', 'මදුරුවා']","['influenza', 'cholera', 'malaria']","['පාචනය', 'කොලරාව', 'ක්ෂයරෝගය']",[],['මදුරුවා'],4,Disaster Relief,Sinhalese,19.36,
773,bacteria,2019-05-19 06:06:58.145181,"['viruses', 'virus', 'salmonella']","['ආසාදන', 'කොලරාව', 'පාචනය']","['acids', 'mosquitoes']","['කීටයන්', 'අම්ල']",[],[],5,Disaster Relief,Sinhalese,21.08,62.07
773,coughing,2019-05-19 06:08:19.536596,"['vomiting', 'cough', 'flu-like', 'pain']","['කැක්කුම', 'ඇඟපත', 'වැලඳුණු', 'වමනය']",['diarrhea'],['කොන්දේ'],[],[],6,Disaster Relief,Sinhalese,22.43,
773,hospitals,2019-05-19 06:08:38.311260,"['clinics', 'hospital', 'nurses']","['රෝහල්වල', 'රෝගීන්', 'රෝහල්වලින්', 'සැත්කම්', 'සායන']","['schools', 'orphanages']",[],[],[],7,Disaster Relief,Sinhalese,22.75,
773,contagious,2019-05-19 06:10:33.392779,"['infectious', 'diarrhea', 'disease', 'diseases', 'influenza']","['රෝගය', 'පාචනය', 'කොලරාව', 'රෝග', 'වැලඳුණු']",[],[],[],[],8,Disaster Relief,Sinhalese,24.66,
773,symptoms,2019-05-19 06:11:05.986285,"['flu-like', 'illnesses', 'ailments', 'illness', 'vomiting']","['කොලරාව', 'රෝග', 'වැලඳුණු', 'රෝගවලට']",[],['මුඛ'],[],[],9,Disaster Relief,Sinhalese,25.2,
773,wounded,2019-05-19 06:16:30.173018,"['injured', 'killed', 'injuring', 'dead']","['නේවාසිකව', 'මියගොස්']",['policemen'],"['හුවමාරුවකින්', 'පළා', 'සෙබළුන්']",[],[],10,Disaster Relief,Sinhalese,30.61,55.17
773,breathing,2019-05-19 06:18:37.754236,"['sleep', 'breathe', 'vomiting', 'swallowing', 'dizziness']",['අමාරුව'],[],"['කැක්කුම', 'අපහසුවක්', 'සීතලක්', 'පීඩනයෙන්']",[],[],11,Disaster Relief,Sinhalese,32.73,
773,fluids,2019-05-19 06:19:56.793550,['dehydration'],"['ගර්භාෂ', 'අම්ල']","['chlorine', 'clotting', 'chemicals', 'toxic']","['රසායනිකයක්', 'ඒවායෙන්', 'ගවයින්ට']",[],[],12,Disaster Relief,Sinhalese,34.05,
773,casualties,2019-05-19 06:21:57.951829,"['causalities', 'fatalities', 'civilians', 'soldiers', 'deaths']",['ජීවිතහානි'],[],"['බෝම්බ', 'වර්ෂාවෙන්', 'නායයාම්වලින්', 'භූකම්පනය']",[],[],13,Disaster Relief,Sinhalese,36.06,
773,injuries,2019-05-19 06:22:55.963843,"['injury', 'lacerations', 'injured', 'illness']","['පාදයකට', 'තුවාල', 'ආබාධවලට', 'රෝගයක්']",['ailments'],['අකල්'],[],[],14,Disaster Relief,Sinhalese,37.03,
773,ill,2019-05-19 06:24:00.354519,"['sick', 'illness', 'helpless']","['අසනීප', 'පෙළෙන', 'ලෙඩ', 'පෙළුණු', 'රෝගියෙකු']","['bedridden', 'pregnant']",[],[],[],15,Disaster Relief,Sinhalese,38.11,62.07
773,victims,2019-05-19 06:26:07.836003,"['survivors', 'victim', 'relatives']","['පීඩා', 'පීඩාවන්', 'රෝගයෙන්']","['perpetrators', 'families']","['සිද්ධීන්', 'හිංසා']",[],[],16,Disaster Relief,Sinhalese,40.23,
773,vaccine,2019-05-19 06:26:51.117981,"['vaccines', 'virus', 'flu', 'tetanus', 'measles']","['එන්නත්', 'ළදරුවන්ගේ', 'රෝගය', 'වෛරස්', 'වෛරසය']",[],[],[],[],17,Disaster Relief,Sinhalese,40.96,
773,glaucoma,2019-05-19 06:29:17.428526,"['hypertension', 'diabetes']",[],"['cancer', 'thyroid', 'infection']","['ශ්වසන', 'කොලරාව', 'මුඛ', 'පාචන', 'සීකා']",[],[],18,Disaster Relief,Sinhalese,43.4,
773,over,2019-05-19 06:32:06.234487,"['past', 'months', 'years']","['නොහැකිව', 'අනතුරේ']","['nearly', 'ahead']","['නේවාසිකාගාරවල', 'දෙකේම', 'ඇරඹි']",[],[],19,Disaster Relief,Sinhalese,46.21,
773,rhinitis,2019-05-19 06:34:16.356083,['allergic'],"['ආසාදන', 'හිසරදය', 'රෝගවලට']","['thyroxine', 'glaucoma', 'diarrhea', 'ocular', 'hypertension']","['කොලරාව', 'පාචනය']",['allergic'],[],20,Disaster Relief,Sinhalese,48.38,61.38
773,outbreak,2019-05-19 06:34:34.954602,"['epidemic', 'influenza', 'cholera', 'epidemics', 'virus']","['වසංගතය', 'උවදුර', 'රෝගය', 'මර්ධනය']",[],['තැලසීමියා'],[],[],21,Disaster Relief,Sinhalese,48.68,
773,clot,2019-05-19 06:35:45.903857,"['brain', 'liver']","['රෝගියාගේ', 'කැක්කුම', 'මොළයේ', 'සැත්කමකින්']","['spinal', 'gland', 'spine']",['ඇදුම'],[],[],22,Disaster Relief,Sinhalese,49.86,
773,coverage,2019-05-19 06:37:06.848110,"['healthcare', 'insurance', 'care']","['ආයතනවලින්', 'ආපදාවලින්', 'හිමිකම']","['updates', 'cover']","['තැන්පතු', 'ගාණත්']",[],[],23,Disaster Relief,Sinhalese,51.21,
773,drain,2019-05-19 06:41:07.992516,"['flow', 'drainage', 'collapsing']",[],"['overflows', 'pumping']","['කරදිය', 'යටවීමේ', 'සේදී', 'වැව්', 'ළිංවල']",[],[],24,Disaster Relief,Sinhalese,55.23,
773,fucking,2019-05-19 06:41:37.717982,[],[],"['ass', '!', 'idiots', 'scumbags', 'shouldnt']","['මක්කටෙයි', 'නැතේ', 'උනු', 'නටන්නේ', 'පිස්සු']",[],[],25,Disaster Relief,Sinhalese,55.73,62.76
773,caused,2019-05-19 06:43:39.558269,"['causing', 'exacerbated', 'affected']","['සිදුව', 'සිදුවී', 'සිදුවන්නට', 'ලක්වීමට', 'අවධානමකට']","['triggered', 'plagued']",[],[],[],26,Disaster Relief,Sinhalese,57.76,
773,given,2019-05-19 06:46:41.788569,"['giving', 'provided']","['ලබාදෙන', 'සැලසෙනවා']","['granted', 'offered']","['ලැබේවි', 'නොලැබුණ', 'ලැබෙන්නේ']",[],[],27,Disaster Relief,Sinhalese,60.8,
773,attacked,2019-05-19 06:48:45.085774,"['assaulted', 'killed', 'attacking']","['ගලවාගෙන', 'බෝම්බයකින්']","['kidnapped', 'harassed']","['කදවුරකට', 'පළා', 'හැසිරුණු']",[],[],28,Disaster Relief,Sinhalese,62.86,
773,wide,2019-05-19 06:50:06.527531,"['range', 'broad', 'large']",['ලොකු'],"['variety', 'diverse']","['දෙපස', 'පිවිස', 'තවත්', 'කාර්යයේ']",[],[],29,Disaster Relief,Sinhalese,64.21,
773,blood,2019-05-19 06:50:39.050456,"['liver', 'clotting', 'clot', 'fat']","['ශරීරයට', 'විෂබීජ', 'රුධිරාණු', 'සිරුරට', 'සිරුරෙන්']",['thyroid'],[],[],[],30,Disaster Relief,Sinhalese,64.76,62.24
773,happen,2019-05-19 06:54:08.836951,"['happens', 'happened', 'do']",[],"['happening', 'mean']","['බලනවා', 'බලන්නේ', 'නැත්තෙ', 'කරන්නෑ']",[],[],31,Disaster Relief,Sinhalese,68.25,
773,throat,2019-05-19 06:56:10.380224,"['chest', 'nose']","['කැක්කුම', 'ඇඟපත']","['stomach', 'mouth', 'hips']","['ගෙලට', 'කූර', 'බෙල්ල']",[],[],32,Disaster Relief,Sinhalese,70.28,
773,tube,2019-05-19 06:57:38.291237,['nipple'],[],"['beam', 'coils', 'pump', 'fuse']","['සෝපානය', 'කූර', 'කාණු', 'ස්ලැබ්', 'ටැංකිය']",[],[],33,Disaster Relief,Sinhalese,71.75,
773,reduce,2019-05-19 06:59:24.119124,"['lessen', 'reducing', 'minimize', 'mitigate']",['අඩුකිරීමේ'],['increase'],"['පාරිභෝගිකයන්ගේ', 'වැඩියි', 'ගෙව්වා', 'තුන්ගුණයකින්']",[],[],34,Disaster Relief,Sinhalese,73.51,
773,tuberculosis,2019-05-19 06:59:59.359970,"['tb', 'diseases', 'aids', 'hiv']","['රෝගය', 'රෝග', 'රෝගයෙන්']",['malaria'],"['වෛරස්', 'මැලේරියා']",[],[],35,Disaster Relief,Sinhalese,74.1,62.24
773,lives,2019-05-19 07:01:31.450562,"['life', 'children']",['මාතෘ'],"['living', 'livelihoods', 'families']","['සතුනුත්', 'නින්දේ', 'ඔවුන්ව', 'අහිංසක']",[],[],36,Disaster Relief,Sinhalese,75.63,
773,innocent,2019-05-19 07:02:34.363861,"['civilians', 'killing', 'helpless']","['ඔවුන්ගෙන්', 'හිතාමතා', 'අහිංසක']","['heinous', 'imprisoning']","['චේතනාවෙන්', 'පාතාලයේ']",[],[],37,Disaster Relief,Sinhalese,76.68,
773,plague,2019-05-19 07:03:36.304026,"['epidemic', 'epidemics', 'outbreak']","['තුරන්', 'පීඩා', 'විපත්']","['ravages', 'typhoid']","['යුද්ධ', 'පරිහානියට']",[],[],38,Disaster Relief,Sinhalese,77.71,
773,both,2019-05-19 07:05:33.023653,"['all', 'equally']","['සෙසු', 'අනිකුත්']","['various', 'alike', 'respective']","['සමීපව', 'එකෙනුත්', 'කරනකොට']",[],[],39,Disaster Relief,Sinhalese,79.66,
773,came,2019-05-19 07:07:40.246735,"['fell', 'ran']","['ඇතිවු', 'ඇතිවූ', 'වැටුණා', 'ගත්තේය']","['went', 'took']",['දුන්'],[],[],40,Disaster Relief,Sinhalese,81.78,62.07
773,typhoid,2019-05-19 07:10:12.134448,"['diarrhea', 'cholera', 'infection', 'diphtheria', 'pox']","['කොලරාව', 'ශරීරගතවීම', 'සීකා', 'පාචන', 'පාචනය']",[],[],[],[],41,Disaster Relief,Sinhalese,84.31,
773,clotting,2019-05-19 07:12:00.982753,['spinal'],"['විෂබීජ', 'කොලරාව', 'ආසාදන', 'රසායනිකයක්']","['thyroxine', 'thyroid', 'gland', 'hormone']",['මදුරුවන්ට'],[],[],42,Disaster Relief,Sinhalese,86.11,
773,taken,2019-05-19 07:13:06.064576,"['brought', 'given']","['ලැබීමෙන්', 'සිදුකිරීමෙන්', 'ලැබූ', 'ලැබුණු']","['put', 'held', 'carried']",['යවපු'],[],[],43,Disaster Relief,Sinhalese,87.21,
773,heavily,2019-05-19 07:13:46.433588,"['largely', 'severely']",[],"['mainly', 'mostly', 'predominantly']","['වලදී', 'මුවාවෙන්', 'ගොවීන්ගේ', 'කාලයක', 'සිටුවීමට']",[],[],44,Disaster Relief,Sinhalese,87.88,
773,worst,2019-05-19 07:14:38.800028,"['disastrous', 'devastating', 'tragic']","['දරුණුම', 'දරුණුතම', 'බරපතලම']","['terrible', 'horrible']","['ආපදාවලින්', 'කවදාද']",[],[],45,Disaster Relief,Sinhalese,88.75,60.52
773,killed,2019-05-19 07:15:59.473465,"['wounded', 'injured', 'killing', 'attacked']","['මිය', 'හුවමාරුවකින්', 'පළා', 'මියගොස්', 'බෝම්බයකින්']",['kidnapped'],[],[],[],46,Disaster Relief,Sinhalese,90.1,
773,ebola,2019-05-19 07:16:44.287784,"['typhoid', 'virus', 'influenza', 'diphtheria', 'infection']","['සීකා', 'වෛරස්', 'කොලරාව', 'වෛරසය']",[],[],[],[],47,Disaster Relief,Sinhalese,90.85,
773,terrorist,2019-05-19 07:17:03.376594,"['terror', 'terrorism', 'extremist', 'militant', 'jihadist']","['මිලේච්ඡ', 'පැමිණවීම', 'එල්ලවන', 'පතුරවමින්', 'කල්ලි']",[],[],[],[],48,Disaster Relief,Sinhalese,91.16,
773,deaths,2019-05-19 07:17:55.016626,"['fatalities', 'incidents', 'fatal', 'casualties', 'illnesses']","['ආබාධවලට', 'රෝගීන්ගේ', 'රෝගීන්ගෙන්', 'වාර්තාවන']",[],['කෑම්'],[],[],49,Disaster Relief,Sinhalese,92.03,
773,somalia,2019-05-19 07:19:54.295682,"['yemen', 'mogadishu', 'amisom', 'ethiopia']","['ඇමරිකාව', 'අන්තවාදීන්ට']",['mali'],"['සෞදිය', 'යේමනය']",[],[],50,Disaster Relief,Sinhalese,94.01,59.48
846,disease,2019-05-19 14:54:51.093370,"['diseases', 'infection', 'cancer', 'infections', 'influenza']","['රෝගය', 'රෝග', 'වෛරසය', 'වෛරස්', 'සීකා']",[],[],[],[],1,Disaster Relief,Sinhalese,1.51,
846,ambulance,2019-05-19 15:13:11.207322,"['ambulances', 'medics', 'hospital', 'emergency']",['තුවාලකරුවන්'],['helicopter'],"['නිවන', 'රථයෙන්ම', 'පරික්ෂකවරයා', 'කඳවුරේ']",[],[],2,Disaster Relief,Sinhalese,19.84,
846,flu,2019-05-19 15:15:37.227302,"['influenza', 'virus', 'measles', 'infection', 'pertussis']","['රෝගය', 'වෛරස්', 'වසංගතය', 'වැළඳුණු', 'එන්නත්']",[],[],[],[],3,Disaster Relief,Sinhalese,22.28,
846,dengue,2019-05-19 15:17:19.666766,"['infections', 'infection', 'malaria']","['රෝගයෙන්', 'ආසාදනය']","['influenza', 'cholera']","['පාචනය', 'කොලරාව', 'ක්ෂයරෝගය']",[],[],4,Disaster Relief,Sinhalese,23.98,
846,bacteria,2019-05-19 15:18:23.346641,['salmonella'],"['ආසාදන', 'පාචනය']","['viruses', 'acids', 'virus', 'mosquitoes']","['කොලරාව', 'කීටයන්', 'අම්ල']",[],[],5,Disaster Relief,Sinhalese,25.04,61.21
846,coughing,2019-05-19 15:19:22.901971,"['cough', 'flu-like']",['වැලඳුණු'],"['vomiting', 'diarrhea', 'pain']","['කැක්කුම', 'ඇඟපත', 'කොන්දේ', 'වමනය']",[],[],6,Disaster Relief,Sinhalese,26.03,
846,hospitals,2019-05-19 15:19:47.282115,"['clinics', 'hospital', 'nurses']","['රෝහල්වල', 'රෝගීන්', 'රෝහල්වලින්', 'සැත්කම්', 'සායන']","['schools', 'orphanages']",[],[],[],7,Disaster Relief,Sinhalese,26.44,
